movie_title,movie_imdb_link,country,budget,gross,foreign_currency
5 Days of War ,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,Georgia,budget,gross,foreign_currency
The Lego Movie ,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,Australia,budget,gross,foreign_currency
The King's Speech ,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Haywire ,http://www.imdb.com/title/tt1506999/?ref_=fn_tt_tt_1,Ireland,budget,gross,foreign_currency
Le Havre ,http://www.imdb.com/title/tt1508675/?ref_=fn_tt_tt_1,Finland,budget,gross,foreign_currency
The Three Musketeers ,http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Anonymous ,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Melancholia ,http://www.imdb.com/title/tt1527186/?ref_=fn_tt_tt_1,Denmark,budget,gross,foreign_currency
Exodus: Gods and Kings ,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Beyond the Black Rainbow ,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
The Divide ,http://www.imdb.com/title/tt1535616/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
The Guard ,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,Ireland,budget,gross,foreign_currency
For Greater Glory: The True Story of Cristiada ,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,Mexico,budget,gross,foreign_currency
A Dangerous Method ,http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
House at the End of the Street ,http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
The Last Godfather ,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,South Korea,budget,gross,foreign_currency
Of Gods and Men ,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Lockout ,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
The Woman in Black ,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Albert Nobbs ,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Only God Forgives ,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,Denmark,budget,gross,foreign_currency
Amour ,http://www.imdb.com/title/tt1602620/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Midnight in Paris ,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,Spain,budget,gross,foreign_currency
Rubber ,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Headhunters ,http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1,Norway,budget,gross,foreign_currency
30 Minutes or Less ,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,Germany,budget,gross,foreign_currency
Hobo with a Shotgun ,http://www.imdb.com/title/tt1640459/?ref_=fn_tt_tt_1,Canada,budget,gross,foreign_currency
Skin Trade ,http://www.imdb.com/title/tt1641841/?ref_=fn_tt_tt_1,Thailand,budget,gross,foreign_currency
The Names of Love ,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
The Impossible ,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,Spain,budget,gross,foreign_currency
My Week with Marilyn ,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
The Artist ,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Colombiana ,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Sarah's Key ,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Stoker ,http://www.imdb.com/title/tt1682180/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Snowpiercer ,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,South Korea,budget,gross,foreign_currency
The Last Days on Mars ,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Weekend ,http://www.imdb.com/title/tt1714210/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Shame ,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Before I Go to Sleep ,http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
Trollhunter ,http://www.imdb.com/title/tt1740707/?ref_=fn_tt_tt_1,Norway,budget,gross,foreign_currency
Blood Ties ,http://www.imdb.com/title/tt1747958/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
The Little Prince ,http://www.imdb.com/title/tt1754656/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
Silent House ,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,France,budget,gross,foreign_currency
1911 ,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,China,budget,gross,foreign_currency
Kill List ,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,UK,budget,gross,foreign_currency
